-12.0 	 -12.0 	 996.757
-12.0 	 -11.5 	 996.757
-12.0 	 -11.0 	 996.757
-12.0 	 -10.5 	 996.757
-12.0 	 -10.0 	 996.757
-12.0 	 -9.5 	 996.757
-12.0 	 -9.0 	 996.757
-12.0 	 -8.5 	 996.757
-12.0 	 -8.0 	 996.757
-12.0 	 -7.5 	 996.757
-12.0 	 -7.0 	 996.757
-12.0 	 -6.5 	 996.757
-12.0 	 -6.0 	 996.757
-12.0 	 -5.5 	 996.757
-12.0 	 -5.0 	 996.757
-12.0 	 -4.5 	 996.757
-12.0 	 -4.0 	 996.757
-12.0 	 -3.5 	 2.191
-12.0 	 -3.0 	 996.757
-12.0 	 -2.5 	 996.757
-12.0 	 -2.0 	 996.757
-12.0 	 -1.5 	 996.757
-12.0 	 -1.0 	 996.757
-12.0 	 -0.5 	 996.757
-12.0 	  0.0 	 996.757
-12.0 	  0.5 	 996.757
-12.0 	  1.0 	 996.757
-12.0 	  1.5 	 996.757
-12.0 	  2.0 	 996.757
-12.0 	  2.5 	 996.757
-12.0 	  3.0 	 996.757
-12.0 	  3.5 	 996.757
-12.0 	  4.0 	 996.757
-12.0 	  4.5 	 996.757
-12.0 	  5.0 	 996.757
-12.0 	  5.5 	 996.757
-12.0 	  6.0 	 996.757
-12.0 	  6.5 	 996.757
-12.0 	  7.0 	 996.757
-12.0 	  7.5 	 996.757
-12.0 	  8.0 	 996.757
-12.0 	  8.5 	 996.757
-12.0 	  9.0 	 996.757
-12.0 	  9.5 	 996.757
-12.0 	 10.0 	 996.757
-12.0 	 10.5 	 996.757
-12.0 	 11.0 	 996.757
-12.0 	 11.5 	 996.757
-12.0 	 12.0 	 996.757

-11.5 	 -12.0 	 996.757
-11.5 	 -11.5 	 996.757
-11.5 	 -11.0 	 996.757
-11.5 	 -10.5 	 996.757
-11.5 	 -10.0 	 996.757
-11.5 	 -9.5 	 996.757
-11.5 	 -9.0 	 996.757
-11.5 	 -8.5 	 996.757
-11.5 	 -8.0 	 996.757
-11.5 	 -7.5 	 996.757
-11.5 	 -7.0 	 996.757
-11.5 	 -6.5 	 996.757
-11.5 	 -6.0 	 996.757
-11.5 	 -5.5 	 996.757
-11.5 	 -5.0 	 996.757
-11.5 	 -4.5 	 996.757
-11.5 	 -4.0 	 996.757
-11.5 	 -3.5 	 996.757
-11.5 	 -3.0 	 996.757
-11.5 	 -2.5 	 996.757
-11.5 	 -2.0 	 996.757
-11.5 	 -1.5 	 996.757
-11.5 	 -1.0 	 996.757
-11.5 	 -0.5 	 996.757
-11.5 	  0.0 	 996.757
-11.5 	  0.5 	 996.757
-11.5 	  1.0 	 996.757
-11.5 	  1.5 	 996.757
-11.5 	  2.0 	 996.757
-11.5 	  2.5 	 996.757
-11.5 	  3.0 	 996.757
-11.5 	  3.5 	 996.757
-11.5 	  4.0 	 996.757
-11.5 	  4.5 	 996.757
-11.5 	  5.0 	 996.757
-11.5 	  5.5 	 996.757
-11.5 	  6.0 	 996.757
-11.5 	  6.5 	 996.757
-11.5 	  7.0 	 996.757
-11.5 	  7.5 	 996.757
-11.5 	  8.0 	 996.757
-11.5 	  8.5 	 996.757
-11.5 	  9.0 	 996.757
-11.5 	  9.5 	 996.757
-11.5 	 10.0 	 996.757
-11.5 	 10.5 	 996.757
-11.5 	 11.0 	 996.757
-11.5 	 11.5 	 996.757
-11.5 	 12.0 	 996.757

-11.0 	 -12.0 	 996.757
-11.0 	 -11.5 	 996.757
-11.0 	 -11.0 	 996.757
-11.0 	 -10.5 	 996.757
-11.0 	 -10.0 	 996.757
-11.0 	 -9.5 	 996.757
-11.0 	 -9.0 	 996.757
-11.0 	 -8.5 	 996.757
-11.0 	 -8.0 	 996.757
-11.0 	 -7.5 	 996.757
-11.0 	 -7.0 	 996.757
-11.0 	 -6.5 	 996.757
-11.0 	 -6.0 	 996.757
-11.0 	 -5.5 	 996.757
-11.0 	 -5.0 	 996.757
-11.0 	 -4.5 	 996.757
-11.0 	 -4.0 	 2.191
-11.0 	 -3.5 	 996.757
-11.0 	 -3.0 	 2.191
-11.0 	 -2.5 	 1.782
-11.0 	 -2.0 	 996.757
-11.0 	 -1.5 	 996.757
-11.0 	 -1.0 	 996.757
-11.0 	 -0.5 	 996.757
-11.0 	  0.0 	 996.757
-11.0 	  0.5 	 996.757
-11.0 	  1.0 	 996.757
-11.0 	  1.5 	 996.757
-11.0 	  2.0 	 996.757
-11.0 	  2.5 	 996.757
-11.0 	  3.0 	 996.757
-11.0 	  3.5 	 996.757
-11.0 	  4.0 	 996.757
-11.0 	  4.5 	 996.757
-11.0 	  5.0 	 996.757
-11.0 	  5.5 	 996.757
-11.0 	  6.0 	 996.757
-11.0 	  6.5 	 996.757
-11.0 	  7.0 	 996.757
-11.0 	  7.5 	 996.757
-11.0 	  8.0 	 996.757
-11.0 	  8.5 	 996.757
-11.0 	  9.0 	 996.757
-11.0 	  9.5 	 996.757
-11.0 	 10.0 	 996.757
-11.0 	 10.5 	 996.757
-11.0 	 11.0 	 996.757
-11.0 	 11.5 	 996.757
-11.0 	 12.0 	 996.757

-10.5 	 -12.0 	 996.757
-10.5 	 -11.5 	 996.757
-10.5 	 -11.0 	 996.757
-10.5 	 -10.5 	 996.757
-10.5 	 -10.0 	 996.757
-10.5 	 -9.5 	 996.757
-10.5 	 -9.0 	 996.757
-10.5 	 -8.5 	 996.757
-10.5 	 -8.0 	 996.757
-10.5 	 -7.5 	 996.757
-10.5 	 -7.0 	 996.757
-10.5 	 -6.5 	 996.757
-10.5 	 -6.0 	 996.757
-10.5 	 -5.5 	 996.757
-10.5 	 -5.0 	 2.191
-10.5 	 -4.5 	 996.757
-10.5 	 -4.0 	 2.191
-10.5 	 -3.5 	 996.757
-10.5 	 -3.0 	 2.191
-10.5 	 -2.5 	 2.191
-10.5 	 -2.0 	 1.782
-10.5 	 -1.5 	 996.757
-10.5 	 -1.0 	 2.191
-10.5 	 -0.5 	 996.757
-10.5 	  0.0 	 2.191
-10.5 	  0.5 	 2.191
-10.5 	  1.0 	 996.757
-10.5 	  1.5 	 996.757
-10.5 	  2.0 	 996.757
-10.5 	  2.5 	 996.757
-10.5 	  3.0 	 996.757
-10.5 	  3.5 	 996.757
-10.5 	  4.0 	 996.757
-10.5 	  4.5 	 996.757
-10.5 	  5.0 	 996.757
-10.5 	  5.5 	 996.757
-10.5 	  6.0 	 996.757
-10.5 	  6.5 	 996.757
-10.5 	  7.0 	 996.757
-10.5 	  7.5 	 996.757
-10.5 	  8.0 	 996.757
-10.5 	  8.5 	 996.757
-10.5 	  9.0 	 996.757
-10.5 	  9.5 	 996.757
-10.5 	 10.0 	 996.757
-10.5 	 10.5 	 996.757
-10.5 	 11.0 	 996.757
-10.5 	 11.5 	 996.757
-10.5 	 12.0 	 996.757

-10.0 	 -12.0 	 996.757
-10.0 	 -11.5 	 996.757
-10.0 	 -11.0 	 996.757
-10.0 	 -10.5 	 996.757
-10.0 	 -10.0 	 996.757
-10.0 	 -9.5 	 996.757
-10.0 	 -9.0 	 996.757
-10.0 	 -8.5 	 2.191
-10.0 	 -8.0 	 996.757
-10.0 	 -7.5 	 996.757
-10.0 	 -7.0 	 996.757
-10.0 	 -6.5 	 996.757
-10.0 	 -6.0 	 996.757
-10.0 	 -5.5 	 2.191
-10.0 	 -5.0 	 2.191
-10.0 	 -4.5 	 996.757
-10.0 	 -4.0 	 1.782
-10.0 	 -3.5 	 1.782
-10.0 	 -3.0 	 2.191
-10.0 	 -2.5 	 996.757
-10.0 	 -2.0 	 1.543
-10.0 	 -1.5 	 2.191
-10.0 	 -1.0 	 2.191
-10.0 	 -0.5 	 1.782
-10.0 	  0.0 	 1.782
-10.0 	  0.5 	 2.191
-10.0 	  1.0 	 1.782
-10.0 	  1.5 	 996.757
-10.0 	  2.0 	 2.191
-10.0 	  2.5 	 996.757
-10.0 	  3.0 	 996.757
-10.0 	  3.5 	 996.757
-10.0 	  4.0 	 996.757
-10.0 	  4.5 	 996.757
-10.0 	  5.0 	 996.757
-10.0 	  5.5 	 996.757
-10.0 	  6.0 	 996.757
-10.0 	  6.5 	 996.757
-10.0 	  7.0 	 996.757
-10.0 	  7.5 	 996.757
-10.0 	  8.0 	 996.757
-10.0 	  8.5 	 996.757
-10.0 	  9.0 	 996.757
-10.0 	  9.5 	 996.757
-10.0 	 10.0 	 996.757
-10.0 	 10.5 	 996.757
-10.0 	 11.0 	 996.757
-10.0 	 11.5 	 996.757
-10.0 	 12.0 	 996.757

-9.5 	 -12.0 	 996.757
-9.5 	 -11.5 	 996.757
-9.5 	 -11.0 	 996.757
-9.5 	 -10.5 	 996.757
-9.5 	 -10.0 	 996.757
-9.5 	 -9.5 	 996.757
-9.5 	 -9.0 	 996.757
-9.5 	 -8.5 	 996.757
-9.5 	 -8.0 	 996.757
-9.5 	 -7.5 	 996.757
-9.5 	 -7.0 	 2.191
-9.5 	 -6.5 	 2.191
-9.5 	 -6.0 	 2.191
-9.5 	 -5.5 	 2.191
-9.5 	 -5.0 	 1.543
-9.5 	 -4.5 	 1.782
-9.5 	 -4.0 	 1.241
-9.5 	 -3.5 	 1.241
-9.5 	 -3.0 	 1.241
-9.5 	 -2.5 	 1.543
-9.5 	 -2.0 	 1.043
-9.5 	 -1.5 	 1.241
-9.5 	 -1.0 	 1.373
-9.5 	 -0.5 	 1.134
-9.5 	  0.0 	 1.373
-9.5 	  0.5 	 1.543
-9.5 	  1.0 	 1.782
-9.5 	  1.5 	 1.782
-9.5 	  2.0 	 2.191
-9.5 	  2.5 	 996.757
-9.5 	  3.0 	 996.757
-9.5 	  3.5 	 996.757
-9.5 	  4.0 	 996.757
-9.5 	  4.5 	 996.757
-9.5 	  5.0 	 996.757
-9.5 	  5.5 	 996.757
-9.5 	  6.0 	 996.757
-9.5 	  6.5 	 996.757
-9.5 	  7.0 	 996.757
-9.5 	  7.5 	 996.757
-9.5 	  8.0 	 996.757
-9.5 	  8.5 	 996.757
-9.5 	  9.0 	 996.757
-9.5 	  9.5 	 996.757
-9.5 	 10.0 	 996.757
-9.5 	 10.5 	 996.757
-9.5 	 11.0 	 996.757
-9.5 	 11.5 	 996.757
-9.5 	 12.0 	 996.757

-9.0 	 -12.0 	 996.757
-9.0 	 -11.5 	 996.757
-9.0 	 -11.0 	 996.757
-9.0 	 -10.5 	 996.757
-9.0 	 -10.0 	 996.757
-9.0 	 -9.5 	 996.757
-9.0 	 -9.0 	 996.757
-9.0 	 -8.5 	 996.757
-9.0 	 -8.0 	 996.757
-9.0 	 -7.5 	 2.191
-9.0 	 -7.0 	 996.757
-9.0 	 -6.5 	 1.782
-9.0 	 -6.0 	 1.373
-9.0 	 -5.5 	 996.757
-9.0 	 -5.0 	 1.782
-9.0 	 -4.5 	 1.782
-9.0 	 -4.0 	 1.373
-9.0 	 -3.5 	 0.776
-9.0 	 -3.0 	 0.964
-9.0 	 -2.5 	 1.241
-9.0 	 -2.0 	 0.725
-9.0 	 -1.5 	 0.634
-9.0 	 -1.0 	 0.964
-9.0 	 -0.5 	 1.134
-9.0 	  0.0 	 1.043
-9.0 	  0.5 	 0.895
-9.0 	  1.0 	 1.373
-9.0 	  1.5 	 1.043
-9.0 	  2.0 	 1.782
-9.0 	  2.5 	 2.191
-9.0 	  3.0 	 1.543
-9.0 	  3.5 	 996.757
-9.0 	  4.0 	 996.757
-9.0 	  4.5 	 996.757
-9.0 	  5.0 	 996.757
-9.0 	  5.5 	 996.757
-9.0 	  6.0 	 996.757
-9.0 	  6.5 	 996.757
-9.0 	  7.0 	 996.757
-9.0 	  7.5 	 996.757
-9.0 	  8.0 	 996.757
-9.0 	  8.5 	 996.757
-9.0 	  9.0 	 996.757
-9.0 	  9.5 	 996.757
-9.0 	 10.0 	 996.757
-9.0 	 10.5 	 996.757
-9.0 	 11.0 	 996.757
-9.0 	 11.5 	 996.757
-9.0 	 12.0 	 996.757

-8.5 	 -12.0 	 996.757
-8.5 	 -11.5 	 996.757
-8.5 	 -11.0 	 996.757
-8.5 	 -10.5 	 996.757
-8.5 	 -10.0 	 996.757
-8.5 	 -9.5 	 996.757
-8.5 	 -9.0 	 996.757
-8.5 	 -8.5 	 996.757
-8.5 	 -8.0 	 996.757
-8.5 	 -7.5 	 996.757
-8.5 	 -7.0 	 2.191
-8.5 	 -6.5 	 2.191
-8.5 	 -6.0 	 1.241
-8.5 	 -5.5 	 1.373
-8.5 	 -5.0 	 1.043
-8.5 	 -4.5 	 1.241
-8.5 	 -4.0 	 1.043
-8.5 	 -3.5 	 0.964
-8.5 	 -3.0 	 0.725
-8.5 	 -2.5 	 0.424
-8.5 	 -2.0 	 0.895
-8.5 	 -1.5 	 0.725
-8.5 	 -1.0 	 0.725
-8.5 	 -0.5 	 0.964
-8.5 	  0.0 	 0.964
-8.5 	  0.5 	 0.725
-8.5 	  1.0 	 0.555
-8.5 	  1.5 	 1.373
-8.5 	  2.0 	 1.134
-8.5 	  2.5 	 1.043
-8.5 	  3.0 	 1.134
-8.5 	  3.5 	 1.782
-8.5 	  4.0 	 996.757
-8.5 	  4.5 	 2.191
-8.5 	  5.0 	 996.757
-8.5 	  5.5 	 996.757
-8.5 	  6.0 	 996.757
-8.5 	  6.5 	 996.757
-8.5 	  7.0 	 996.757
-8.5 	  7.5 	 996.757
-8.5 	  8.0 	 996.757
